bank_id,bank_name,city,blood_type,current_score,projected_score_72h,severity,forecast_severity,days_of_supply,computed_at
650,Sonipat Blood Bank,Sonipat,O+,57,57,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
650,Sonipat Blood Bank,Sonipat,O-,57,87,LOW,FORECAST_CRITICAL,1.1,2026-07-06T16:22:41
650,Sonipat Blood Bank,Sonipat,AB+,57,57,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
650,Sonipat Blood Bank,Sonipat,AB-,87,87,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,A+,51,81,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,A-,11,11,SAFE,FORECAST_SAFE,3.6,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,B+,11,51,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,B-,51,81,LOW,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,O+,81,81,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,O-,51,81,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,AB+,11,51,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Sonipat,AB-,11,51,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,A+,11,11,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,A-,81,81,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,B+,11,51,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,B-,11,51,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,O+,51,51,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,O-,11,51,SAFE,FORECAST_LOW,3.6,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,AB+,51,51,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
652,Shree MAA Blood Bank,Jagadhri,AB-,51,81,LOW,FORECAST_CRITICAL,1.0,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,A+,60,60,LOW,FORECAST_LOW,2.7,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,A-,60,90,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,B+,60,60,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,B-,20,60,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,O+,20,60,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,O-,60,60,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,AB+,20,60,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
653,MLGH Trauma Centre Yamuna Nagar Blood Bank ,Yamunanagar,AB-,20,20,SAFE,FORECAST_SAFE,3.6,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,A+,17,17,SAFE,FORECAST_SAFE,4.0,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,A-,57,57,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,B+,17,57,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,B-,57,57,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,O+,17,57,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,O-,57,57,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,AB+,57,57,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
654,Bilaspur Regional Hospital Blood bank,Bilaspur,AB-,57,87,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,A+,83,83,CRITICAL,FORECAST_CRITICAL,0.7,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,A-,53,53,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,B+,13,53,SAFE,FORECAST_LOW,3.7,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,B-,53,53,LOW,FORECAST_LOW,2.5,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,O+,13,13,SAFE,FORECAST_SAFE,4.2,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,O-,13,53,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,AB+,53,53,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
655,Chamba Regional Hospital Blood Bank ,Chamba,AB-,53,53,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,A+,13,13,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,A-,83,83,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,B+,53,53,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,B-,13,53,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,O+,83,83,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,O-,83,83,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,AB+,83,83,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
656,Bhota Charitable Hospital Blood Bank,Bhota,AB-,13,53,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,A+,60,90,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,A-,60,60,LOW,FORECAST_LOW,1.6,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,B+,90,90,CRITICAL,FORECAST_CRITICAL,0.2,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,B-,90,90,CRITICAL,FORECAST_CRITICAL,0.5,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,O+,90,90,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,O-,60,90,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,AB+,60,90,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
657,Hamirpur Regional Hospital Blood bank,Hamirpur,AB-,60,60,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,A+,86,86,CRITICAL,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,A-,16,56,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,B+,16,56,SAFE,FORECAST_LOW,2.9,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,B-,56,56,LOW,FORECAST_LOW,1.9,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,O+,56,56,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,O-,16,16,SAFE,FORECAST_SAFE,4.0,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,AB+,86,86,CRITICAL,FORECAST_CRITICAL,0.7,2026-07-06T16:22:41
658, Dharamshala Zonal Hospital Blood Bank,Dharamshala,AB-,86,86,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,A+,54,84,LOW,FORECAST_CRITICAL,1.4,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,A-,54,84,LOW,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,B+,84,84,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,B-,84,84,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,O+,54,54,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,O-,54,54,LOW,FORECAST_LOW,1.9,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,AB+,14,54,SAFE,FORECAST_LOW,2.9,2026-07-06T16:22:41
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Kangra,AB-,54,54,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,A+,60,60,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,A-,20,20,SAFE,FORECAST_SAFE,3.5,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,B+,90,90,CRITICAL,FORECAST_CRITICAL,0.5,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,B-,90,90,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,O+,60,60,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,O-,60,60,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,AB+,20,60,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
661,Civil Hospital Blood Bank Palampur,Palampur,AB-,60,90,LOW,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,A+,14,54,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,A-,84,84,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,B+,84,84,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,B-,54,54,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,O+,14,14,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,O-,54,84,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,AB+,54,54,LOW,FORECAST_LOW,2.5,2026-07-06T16:22:41
662,Reckong Peo Regional Hospital Blood Bank ,Reckong Peo,AB-,84,84,CRITICAL,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,A+,54,54,LOW,FORECAST_LOW,2.5,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,A-,84,84,CRITICAL,FORECAST_CRITICAL,0.5,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,B+,14,14,SAFE,FORECAST_SAFE,4.0,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,B-,14,54,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,O+,84,84,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,O-,84,84,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,AB+,84,84,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
663,Kullu Regional Hospital Blood Bank ,Dhapur,AB-,54,54,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,A+,11,51,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,A-,51,81,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,B+,51,51,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,B-,81,81,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,O+,51,81,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,O-,81,81,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,AB+,51,51,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Mandi,AB-,11,51,SAFE,FORECAST_LOW,2.9,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,A+,59,59,LOW,FORECAST_LOW,1.9,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,A-,59,59,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,B+,89,89,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,B-,89,89,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,O+,19,59,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,O-,59,59,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,AB+,59,89,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
665,Rohru Civil Hospital Blood Bank ,Rohru,AB-,59,59,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,A+,59,59,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,A-,59,89,LOW,FORECAST_CRITICAL,1.1,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,B+,59,59,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,B-,59,59,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,O+,59,59,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,O-,19,59,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,AB+,19,19,SAFE,FORECAST_SAFE,4.0,2026-07-06T16:22:41
666,Indira Gandhi Medical College Blood Bank Shimla,Shimla,AB-,59,59,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,A+,54,54,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,A-,14,14,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,B+,14,54,SAFE,FORECAST_LOW,3.4,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,B-,84,84,CRITICAL,FORECAST_CRITICAL,0.2,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,O+,14,54,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,O-,54,54,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,AB+,84,84,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
667,Deen Dayal Updhayay Hospital Blood Bank,Shimla,AB-,14,14,SAFE,FORECAST_SAFE,4.3,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,A+,90,90,CRITICAL,FORECAST_CRITICAL,0.2,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,A-,60,90,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,B+,20,20,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,B-,60,60,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,O+,90,90,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,O-,20,60,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,AB+,60,60,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
668,Kamla Nehru Hospital Blood Bank,Shimla,AB-,90,90,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,A+,53,83,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,A-,83,83,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,B+,53,53,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,B-,53,83,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,O+,53,83,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,O-,53,53,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,AB+,83,83,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Shimla,AB-,13,13,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,A+,51,51,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,A-,81,81,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,B+,81,81,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,B-,51,51,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,O+,51,51,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,O-,81,81,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,AB+,51,81,LOW,FORECAST_CRITICAL,1.1,2026-07-06T16:22:41
670,Nahan Regional Hospital Blood Bank ,Nahan,AB-,81,81,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,A+,57,87,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,A-,57,87,LOW,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,B+,17,57,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,B-,87,87,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,O+,57,57,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,O-,87,87,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,AB+,57,57,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
671,Malhotra Super Speciality Hospital Blood Bank ,Baddi,AB-,57,57,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,A+,13,13,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,A-,53,83,LOW,FORECAST_CRITICAL,1.4,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,B+,13,53,SAFE,FORECAST_LOW,3.6,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,B-,53,83,LOW,FORECAST_CRITICAL,1.4,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,O+,13,13,SAFE,FORECAST_SAFE,3.6,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,O-,53,83,LOW,FORECAST_CRITICAL,1.7,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,AB+,53,53,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Lado,AB-,13,53,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,A+,11,51,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,A-,51,51,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,B+,81,81,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,B-,11,11,SAFE,FORECAST_SAFE,4.2,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,O+,51,51,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,O-,81,81,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,AB+,51,81,LOW,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
673, Solan Regional Hospital Blood Bank,Solan,AB-,11,51,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,A+,81,81,CRITICAL,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,A-,51,51,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,B+,51,51,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,B-,11,11,SAFE,FORECAST_SAFE,3.6,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,O+,81,81,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,O-,81,81,CRITICAL,FORECAST_CRITICAL,0.5,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,AB+,51,51,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
674,Una Regional Hospital Blood Bank ,Una,AB-,81,81,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,A+,56,56,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,A-,56,56,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,B+,16,56,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,B-,56,86,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,O+,16,56,SAFE,FORECAST_LOW,3.7,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,O-,16,56,SAFE,FORECAST_LOW,3.4,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,AB+,16,56,SAFE,FORECAST_LOW,2.9,2026-07-06T16:22:41
675,MMAB memorial District Hospital  Blood Bank Anantnag,Anantnag,AB-,86,86,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
676,Baramulla District Hospital Blood Bank,Baramulla,A+,13,13,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
676,Baramulla District Hospital Blood Bank,Baramulla,A-,53,83,LOW,FORECAST_CRITICAL,1.1,2026-07-06T16:22:41
676,Baramulla District Hospital Blood Bank,Baramulla,B+,53,83,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
